Paralelización	1 hilo		2 hilos		3 hilos		4 hilos
0		3.196340	3.156194	3.153308	3.135315
1		4.269158	2.694988	2.619027	2.650906
2		3.879329	2.046880	1.488886	1.414533
3		3.808110	1.879652	1.369443	1.110243
